cycle_count,nominal_capacity_ah,voltage_v,current_a,temperature_c,charge_voltage,discharge_cutoff,avg_charge_current,avg_discharge_curr,depth_of_discharge,charge_time_h,rest_time_h,coulombic_efficiency,internal_resistance,max_temp_seen,min_temp_seen,humidity_pct,overcharge_events,overdischarge_events,battery_chemistry,battery_age_days,soh_percent,rul_cycles,fault_type,fault_label
197,75,3.4698,-14.483,20.09,4.0116,2.6265,2.76,1.713,0.6886,2.472,3.852,1.0,0.05088,33.65,5.38,75.6,2,0,NMC,174,96.7,1179,0,Normal
623,75,3.0619,-0.551,33.89,4.1134,2.6736,2.681,4.139,0.7347,1.118,11.651,0.94047,0.09173,45.61,24.59,70.1,0,0,LFP,407,85.66,2416,0,Normal
1591,100,3.8803,-9.482,47.43,4.0461,2.6453,2.856,3.275,0.8636,7.015,10.463,1.0,0.15945,61.38,43.1,60.7,1,0,NCA,1139,68.33,0,1,Thermal_Runaway_Risk
1995,150,2.9712,5.266,21.42,4.247,2.5439,2.726,2.418,0.8157,7.87,3.399,0.99405,0.20192,38.51,17.16,75.5,3,2,NMC,1358,57.76,0,0,Normal
690,100,3.1478,8.45,39.32,4.2497,2.6933,1.081,4.258,0.7816,7.584,11.132,1.0,0.1004,55.12,37.21,56.1,1,1,LFP,492,85.39,2213,2,Overcharge
1444,60,3.0848,-39.412,23.81,4.0127,2.7668,0.782,1.069,0.9821,1.603,0.981,0.92827,0.15484,33.23,11.46,41.9,2,1,LTO,1025,70.75,6507,3,Deep_Discharge
400,150,3.6012,6.753,14.49,4.1669,2.8277,2.724,1.539,0.7189,3.526,3.454,0.98153,0.06627,22.21,14.09,64.6,0,1,NMC,262,92.92,1101,0,Normal
1721,60,4.0661,58.506,45.99,4.2033,2.7084,2.193,2.86,0.3046,2.547,11.0,0.96209,0.18039,53.89,39.96,60.4,2,2,LFP,1185,64.96,1166,0,Normal
470,50,3.5411,-6.335,32.33,4.0812,2.9917,1.26,3.03,0.7317,2.941,0.741,0.98285,0.06841,42.07,26.09,67.3,0,1,LFP,363,87.26,2525,0,Normal
217,50,2.8845,19.778,34.91,4.1734,2.8129,2.196,1.74,0.8313,2.788,11.113,0.98573,0.06046,49.3,31.45,68.0,0,0,NCA,130,96.56,915,0,Normal
1948,75,3.6169,14.839,38.62,4.0469,2.9433,1.06,2.621,0.9427,7.457,4.263,1.0,0.19111,54.23,29.36,33.5,1,1,LFP,1328,58.01,1034,0,Normal
928,50,3.9564,-32.846,12.99,4.032,2.958,1.828,0.776,0.5746,7.592,2.162,0.95678,0.10513,20.77,8.62,30.7,2,0,LFP,629,80.86,2023,0,Normal
1851,50,2.9916,9.954,27.34,4.2313,2.9107,0.853,0.253,0.3361,0.612,1.945,0.96605,0.18282,35.4,12.42,74.2,1,3,NMC,1321,59.94,0,2,Overcharge
1752,60,2.9054,-16.813,13.57,4.1606,2.635,1.773,4.544,0.3888,4.427,4.966,0.95698,0.18584,33.03,-0.36,28.0,2,0,NCA,1231,65.41,0,0,Normal
631,60,3.0723,-3.95,24.77,4.2042,2.7156,2.785,2.319,0.9356,5.396,8.413,0.99042,0.09586,41.97,19.43,50.2,0,0,LFP,502,87.21,2322,0,Normal
950,75,3.8818,-29.186,41.49,4.1332,2.5002,2.36,1.309,0.9654,2.193,7.753,1.0,0.10996,46.1,37.31,68.4,1,0,NCA,656,80.23,269,3,Deep_Discharge
905,100,3.6579,8.846,34.5,4.0387,2.7257,2.037,1.783,0.4628,0.772,3.834,0.98133,0.11864,43.6,25.73,47.6,0,2,NMC,634,80.85,589,0,Normal
174,100,3.5839,-6.821,23.83,4.0942,2.6469,0.889,2.685,0.7729,0.878,5.125,0.97264,0.04711,42.59,20.81,49.0,0,0,NCA,95,96.78,980,0,Normal
22,60,3.1617,26.906,30.25,4.2204,2.5559,0.377,4.743,0.6313,5.981,3.06,1.0,0.04165,32.23,19.69,53.4,0,0,NMC,0,98.29,1385,2,Overcharge
1748,60,3.2817,-27.192,28.55,4.0039,2.9193,2.19,3.661,0.7231,3.111,4.886,0.99462,0.18909,47.63,18.25,61.5,1,1,NCA,1212,62.79,0,0,Normal
1940,200,4.2005,18.174,33.11,4.0518,2.8367,1.813,4.751,0.3352,4.644,2.327,0.93182,0.19922,52.53,22.36,55.0,0,0,LTO,1307,59.26,5957,0,Normal
234,50,3.1489,8.427,23.75,4.0633,2.9996,0.795,0.738,0.9748,2.738,9.11,0.99708,0.06102,25.48,22.68,40.3,0,0,NCA,165,94.42,979,3,Deep_Discharge
1036,150,4.1074,-17.167,28.77,4.0657,2.7492,2.817,1.056,0.6301,6.575,4.666,0.97226,0.12539,33.83,28.65,67.5,4,0,LFP,704,79.29,1860,0,Normal
1124,60,3.6418,-30.912,31.51,4.0246,2.6654,1.746,1.943,0.8408,1.019,4.257,0.95596,0.13125,31.92,19.48,43.5,0,0,NMC,786,77.66,383,0,Normal
928,150,2.9788,-5.798,34.26,4.2121,2.6319,1.801,1.373,0.6616,0.418,7.498,1.0,0.11237,52.06,32.31,69.8,2,1,NCA,676,82.66,67,0,Normal
1559,60,3.4776,4.733,32.19,4.0399,2.7177,1.037,4.794,0.8997,3.698,3.152,0.96088,0.16171,34.85,20.99,44.1,1,0,NCA,1060,69.66,0,0,Normal
1899,75,4.1754,-21.311,13.62,4.2074,2.6549,2.662,1.022,0.743,3.407,4.954,0.95994,0.18193,19.37,10.94,78.5,0,6,LTO,1359,61.85,5998,3,Deep_Discharge
522,100,3.4069,-18.98,17.4,4.0888,2.9954,2.696,1.016,0.5245,0.429,1.017,0.95397,0.08166,35.96,13.2,52.6,0,0,NMC,376,87.44,952,0,Normal
1808,75,4.0519,19.809,36.24,4.1143,2.5914,2.202,2.541,0.649,6.684,1.653,0.958,0.18256,43.93,22.44,47.2,1,1,NMC,1261,63.91,0,3,Deep_Discharge
1475,60,3.1718,-15.63,27.46,4.1157,2.5096,0.478,3.545,0.8534,4.444,6.272,0.9642,0.15711,35.19,21.07,64.6,1,2,NMC,1029,69.65,0,3,Deep_Discharge
430,75,3.6278,11.598,25.56,4.1783,2.565,0.436,2.021,0.4877,6.773,11.981,0.98273,0.06494,31.97,16.94,48.1,1,0,LTO,342,92.36,7542,3,Deep_Discharge
792,100,4.0236,24.377,27.49,4.1828,2.9458,1.514,0.41,0.8509,3.824,6.704,0.96407,0.10515,45.81,25.85,51.1,1,0,LTO,500,83.34,7186,0,Normal
1629,50,4.135,-16.085,27.47,4.1602,2.847,0.598,3.876,0.7961,5.071,5.481,0.97491,0.17298,47.2,23.1,41.1,0,0,NMC,1140,67.0,0,0,Normal
1736,50,3.5044,-24.99,12.33,4.1934,2.892,1.129,4.738,0.3058,0.515,2.783,0.96939,0.17038,29.59,7.28,44.9,0,3,NCA,1238,63.37,0,0,Normal
532,75,3.7275,17.44,47.29,4.0021,2.6602,0.68,4.09,0.9067,6.334,4.409,0.98154,0.07937,52.06,45.37,56.5,0,0,LFP,382,89.91,2449,0,Normal
1875,50,2.8043,-5.976,28.87,4.1262,2.8114,1.068,4.232,0.6646,0.782,9.52,0.99728,0.19361,41.78,22.5,49.4,2,1,NMC,1295,60.32,0,0,Normal
978,100,3.1672,-8.776,30.15,4.131,2.8539,2.84,4.27,0.9493,2.4,5.56,0.96982,0.11131,39.09,23.9,25.2,1,1,NMC,751,79.7,381,0,Normal
1746,60,3.2041,28.573,30.79,4.0598,2.6632,2.309,3.846,0.3076,3.915,8.265,0.98101,0.17832,47.49,17.02,75.8,1,1,NMC,1237,62.04,0,0,Normal
1675,75,2.9356,-5.357,39.62,4.1391,2.8623,0.587,4.066,0.9032,2.238,3.98,0.97076,0.16291,56.31,26.15,81.2,2,1,NCA,1167,62.09,0,0,Normal
1316,60,3.2056,5.553,36.84,4.1168,2.8148,2.073,0.568,0.8391,0.754,2.376,1.0,0.14672,47.96,35.32,61.1,0,1,NMC,921,71.94,98,0,Normal
809,75,3.2656,-32.23,29.25,4.118,2.6481,0.285,0.462,0.7628,5.727,6.366,0.95526,0.09569,46.66,26.17,75.5,2,0,LTO,510,81.9,7148,0,Normal
912,50,4.2047,-1.527,21.27,4.0296,2.5264,2.954,0.561,0.7186,3.341,4.245,1.0,0.11258,26.92,18.02,65.7,0,0,NMC,648,83.28,588,3,Deep_Discharge
1124,50,3.7695,-17.626,42.37,4.1088,2.6189,1.689,3.039,0.7195,5.997,1.337,0.95758,0.12822,54.59,28.21,38.5,1,0,LFP,783,77.53,1812,0,Normal
1525,50,3.4177,-10.139,30.56,4.1916,2.8098,1.615,1.358,0.8872,2.141,4.132,1.0,0.15944,49.69,25.76,68.0,1,7,NMC,1080,67.53,0,3,Deep_Discharge
1327,200,4.2327,-11.317,35.95,4.1025,2.7995,0.873,0.335,0.9958,3.941,4.962,0.96743,0.14892,43.42,28.62,60.4,3,1,NMC,890,69.5,102,3,Deep_Discharge
870,50,3.0222,26.028,19.15,4.1219,2.7538,1.482,0.568,0.6235,3.031,8.812,0.96927,0.10348,36.59,12.13,56.2,2,0,LFP,543,82.14,2134,0,Normal
539,100,3.4903,-13.263,36.49,4.2419,2.6257,1.673,0.529,0.6965,3.651,5.068,0.96115,0.07149,48.57,35.08,31.3,1,0,LFP,360,88.06,2403,2,Overcharge
1023,50,3.7382,-10.695,15.75,4.2179,2.7223,2.043,3.212,0.4271,7.791,11.024,0.96478,0.11467,26.62,9.18,52.8,1,0,NMC,753,78.2,501,0,Normal
1576,50,2.8806,30.691,26.03,4.2322,2.572,0.329,0.886,0.5744,3.374,7.622,0.95885,0.16649,37.16,20.58,45.4,2,0,NMC,1110,67.14,0,2,Overcharge
1378,75,3.8396,-7.137,31.33,4.0194,2.8312,1.158,4.26,0.4185,4.265,10.551,0.98776,0.16079,49.0,23.34,63.9,1,0,NMC,973,71.16,62,0,Normal
1326,75,2.9448,-12.409,47.37,4.1546,2.9346,1.284,4.965,0.3073,7.689,2.377,0.95736,0.1523,61.29,32.72,48.5,3,0,LTO,879,69.26,6520,0,Normal
1519,200,3.0034,22.001,36.58,4.0559,2.7318,0.618,2.318,0.8065,0.68,9.86,0.93623,0.15226,44.35,26.69,38.8,3,0,LFP,1068,66.68,1424,0,Normal
1681,150,3.0315,0.319,44.37,4.1011,2.6065,0.871,2.781,0.5141,2.754,1.003,0.95847,0.17317,50.44,30.51,49.3,2,1,LFP,1154,63.58,1259,0,Normal
1791,100,4.1469,1.755,34.6,4.1699,2.9139,0.863,1.448,0.909,1.871,8.767,0.98569,0.18051,53.34,33.64,49.5,1,0,NMC,1292,62.47,0,0,Normal
1997,75,3.7907,5.978,18.9,4.1447,2.6565,2.469,3.347,0.6439,3.781,3.993,1.0,0.20509,32.28,17.07,57.6,3,2,LTO,1378,56.55,5920,3,Deep_Discharge
226,75,3.7504,26.792,18.96,4.1264,2.797,2.124,4.592,0.8629,1.215,3.594,1.0,0.04974,35.25,12.54,39.1,0,0,NCA,163,96.08,964,0,Normal
1259,60,3.6055,-20.679,37.61,4.2036,2.5377,2.784,1.068,0.5966,3.846,7.931,0.98981,0.13565,41.1,35.62,74.1,1,0,NMC,909,72.18,189,3,Deep_Discharge
872,150,3.2246,22.888,19.98,4.1706,2.859,1.068,4.775,0.8829,2.542,0.821,1.0,0.11097,37.33,15.41,42.1,0,0,NCA,543,79.86,302,0,Normal
891,75,3.7003,-29.874,14.56,4.2053,2.7303,2.669,1.263,0.8992,7.754,11.438,1.0,0.11503,30.76,6.62,34.0,1,0,LTO,613,81.58,7070,0,Normal
1478,75,3.3947,-16.307,20.24,4.233,2.7117,2.619,1.476,0.6268,1.531,2.799,0.95168,0.1578,36.7,9.18,56.8,2,0,NMC,1026,69.49,0,2,Overcharge
1036,60,3.0109,-17.933,32.68,4.178,2.9674,1.454,4.576,0.9531,3.877,9.782,0.99696,0.13234,32.81,18.85,33.4,0,0,LFP,720,80.33,1946,2,Overcharge
209,50,3.7999,-2.821,22.06,4.0988,2.7457,1.963,3.048,0.5067,5.58,8.149,0.98185,0.05005,34.78,15.58,48.8,0,0,NCA,140,96.71,1008,3,Deep_Discharge
740,150,2.9879,-15.004,42.55,4.0532,2.5084,1.874,0.352,0.5617,4.943,4.893,1.0,0.09974,52.25,34.35,56.0,1,0,LFP,493,83.24,2160,3,Deep_Discharge
396,60,3.0765,25.42,34.27,4.0677,2.9799,1.062,4.054,0.6336,2.85,8.644,0.96641,0.07408,39.55,23.28,40.9,0,0,NCA,250,92.64,781,0,Normal
1123,75,3.9857,10.402,31.89,4.0992,2.5061,0.934,3.282,0.8237,2.354,4.297,1.0,0.13316,50.98,20.09,69.1,1,0,LFP,742,80.29,1878,0,Normal
30,50,3.7572,-0.292,33.88,4.185,2.7679,0.673,3.767,0.5791,3.459,8.008,1.0,0.03142,51.93,26.7,53.3,0,0,NMC,37,96.27,1415,0,Normal
897,100,3.7149,-17.564,36.04,4.01,2.8168,2.545,0.976,0.3587,0.839,0.04,0.98342,0.11206,44.07,29.6,55.1,1,0,LFP,612,80.74,2088,0,Normal
1551,50,3.4064,28.027,36.18,4.2036,2.9472,1.694,4.39,0.3016,2.929,11.496,1.0,0.15933,52.61,36.1,82.7,2,1,NMC,1105,65.28,0,0,Normal
648,100,3.3746,1.967,21.83,4.1895,2.8396,1.147,3.958,0.9109,4.901,1.794,0.96076,0.09295,32.29,8.62,62.3,1,0,NMC,442,88.55,820,0,Normal
328,50,3.8009,-5.016,42.61,4.1249,2.9056,1.628,4.796,0.748,7.913,6.189,0.9859,0.06174,59.1,42.12,58.0,1,0,NMC,208,93.18,1007,0,Normal
1189,150,3.873,-2.721,36.28,4.0999,2.885,0.426,2.162,0.419,5.168,3.161,1.0,0.1347,48.46,24.71,45.5,3,1,LTO,871,77.45,6756,0,Normal
1482,100,3.5398,-4.438,26.05,4.0282,2.6068,0.497,2.688,0.9315,7.589,4.571,1.0,0.1578,43.21,19.55,40.6,2,0,LFP,1001,69.05,1531,0,Normal
1845,60,4.2054,16.922,37.73,4.0724,2.8502,2.326,3.568,0.8056,0.341,3.997,0.97817,0.18895,40.76,24.86,40.8,2,0,NCA,1265,62.66,0,0,Normal
951,75,4.1858,22.607,16.68,4.0274,2.8188,2.723,0.701,0.8357,6.253,11.776,0.94305,0.12242,31.24,1.94,72.1,1,0,NMC,654,79.07,489,0,Normal
1123,60,3.398,-18.519,38.55,4.2047,2.622,1.097,1.21,0.6146,3.872,1.576,0.94853,0.12072,44.0,26.92,38.7,1,0,NCA,787,75.16,89,0,Normal
620,60,3.9899,-13.046,32.88,4.1273,2.5642,1.346,1.584,0.8271,5.06,1.793,0.95227,0.08579,38.97,30.99,50.4,1,0,NMC,442,87.22,798,3,Deep_Discharge
1878,150,3.5877,-12.048,8.55,4.0617,2.8758,1.246,4.737,0.7242,3.059,11.659,0.97807,0.18512,16.12,-0.13,44.3,3,1,LTO,1323,61.47,6033,0,Normal
1196,75,3.542,6.397,49.98,4.0045,2.9856,1.541,0.207,0.8142,2.564,1.586,0.97325,0.1337,51.94,40.82,35.4,1,2,LFP,776,75.21,1646,0,Normal
1772,60,2.8797,19.961,16.93,4.131,2.8692,1.359,4.971,0.5369,3.006,1.032,0.96955,0.1753,31.33,3.97,44.7,1,0,LTO,1191,64.89,6145,0,Normal
161,60,3.6323,-27.461,35.74,4.188,2.8747,1.281,2.099,0.6745,4.908,6.09,0.97652,0.06299,55.35,24.59,91.4,0,0,LFP,130,94.68,2804,0,Normal
1928,60,4.1058,-20.927,44.14,4.1916,2.5834,2.048,3.312,0.3249,5.056,2.446,0.96508,0.19227,51.77,40.56,31.9,1,1,LTO,1376,63.17,5992,3,Deep_Discharge
1751,150,3.9312,-6.872,3.86,4.0536,2.6235,0.962,2.172,0.4136,4.551,2.558,0.97752,0.1811,3.99,-4.66,51.5,0,1,NCA,1213,63.07,0,0,Normal
775,60,3.9402,10.675,32.33,4.2488,2.7929,2.839,3.963,0.8995,3.434,9.833,0.94897,0.10259,40.11,19.85,62.0,0,0,NCA,547,87.72,482,2,Overcharge
1286,200,3.0319,-18.819,38.86,4.1422,2.5157,1.064,4.763,0.7592,6.329,2.833,0.99067,0.15136,39.38,32.16,27.9,1,1,NCA,921,74.19,0,3,Deep_Discharge
1827,150,3.3198,-7.721,41.16,4.083,2.834,0.801,2.349,0.8796,6.436,3.901,1.0,0.1875,52.9,31.03,66.9,2,0,NMC,1268,64.15,0,0,Normal
273,50,3.1381,-14.429,42.17,4.0982,2.5724,2.921,1.065,0.6928,5.857,7.997,0.99442,0.06015,56.63,34.36,43.1,1,0,LFP,207,95.37,2729,3,Deep_Discharge
1026,60,3.2581,15.15,39.26,4.0311,2.7067,0.841,1.266,0.6025,1.628,11.871,1.0,0.12575,45.36,25.56,54.8,0,1,LFP,741,79.05,1954,0,Normal
1051,150,3.6403,-2.191,26.64,4.1233,2.6601,1.703,1.476,0.8706,3.139,5.9,1.0,0.13057,30.21,18.89,10.0,0,2,LTO,733,77.14,6914,0,Normal
325,60,3.3289,-14.574,34.59,4.1883,2.5532,1.121,1.263,0.333,7.309,7.947,0.96169,0.07144,35.37,31.07,72.3,1,0,NCA,189,92.34,835,3,Deep_Discharge
939,50,3.613,-23.527,50.11,4.1024,2.7894,0.417,0.264,0.7807,3.894,6.012,0.96601,0.111,67.61,47.56,30.2,2,0,LTO,625,79.74,6911,1,Thermal_Runaway_Risk
1172,60,3.4358,-7.921,42.64,4.2167,2.6806,2.868,4.337,0.7266,4.321,2.157,0.96273,0.13621,52.72,30.2,64.7,3,0,NMC,859,76.38,102,0,Normal
539,75,3.2156,-5.279,23.33,4.1192,2.522,1.248,3.468,0.325,6.62,5.332,1.0,0.08464,24.66,18.27,71.7,1,0,LFP,371,87.86,2480,3,Deep_Discharge
487,100,2.9383,16.946,40.65,4.2252,2.7222,2.005,2.676,0.5349,7.526,7.55,1.0,0.07603,47.43,37.35,55.2,0,0,NCA,366,88.88,784,4,Internal_Short
821,50,4.0932,20.363,43.56,4.1758,2.7951,2.614,0.905,0.6629,7.509,0.774,0.98282,0.11334,52.3,40.08,43.1,0,0,LFP,576,82.54,2172,2,Overcharge
1461,50,2.8165,-23.662,21.2,4.0138,2.5652,1.748,0.395,0.3227,2.264,2.032,0.97078,0.15813,29.08,8.59,41.6,1,1,LFP,1040,67.46,1543,3,Deep_Discharge
1088,150,2.8024,19.691,29.79,4.0168,2.7925,2.196,2.046,0.5156,0.861,9.786,0.93069,0.12128,47.07,29.03,54.2,1,0,LTO,786,76.09,6876,0,Normal
355,100,3.9989,14.252,27.14,4.2,2.651,2.397,0.226,0.3104,4.298,0.983,0.98369,0.06368,35.49,26.8,57.4,0,0,LFP,257,91.87,2681,0,Normal
1556,75,4.2454,-10.621,39.24,4.0892,2.6298,1.268,0.474,0.4903,5.669,1.989,0.98539,0.16726,44.82,32.7,79.7,1,1,NCA,1017,68.32,0,0,Normal
1275,100,3.8543,15.159,25.9,4.0473,2.8977,1.961,0.552,0.9842,6.215,3.052,0.96887,0.136,34.39,24.84,38.9,2,1,LFP,919,75.74,1672,3,Deep_Discharge
234,75,2.8221,-15.843,23.71,4.2163,2.7339,0.777,4.116,0.6175,5.427,0.667,0.96548,0.05388,31.14,16.27,13.5,1,1,NMC,174,94.7,1270,0,Normal
226,100,3.1287,8.113,40.92,4.2458,2.689,0.355,3.686,0.9647,0.983,9.493,0.99015,0.05233,42.46,37.61,47.0,0,0,LFP,189,93.05,2817,2,Overcharge
1548,60,4.2091,48.505,17.95,4.2022,2.9065,2.963,1.686,0.8629,2.875,6.384,0.97201,0.16339,37.73,11.14,83.3,2,1,LFP,1111,69.89,1367,0,Normal
1336,60,3.9725,4.611,31.86,4.1813,2.9552,0.459,1.659,0.4835,0.346,2.457,0.9707,0.13973,41.07,31.62,48.9,0,0,NCA,891,74.93,0,0,Normal
48,100,3.6219,-6.836,22.71,4.0002,2.6575,1.4,1.853,0.9557,6.408,1.143,0.98118,0.04607,26.66,16.0,52.2,0,0,LFP,0,98.7,2976,3,Deep_Discharge
117,75,3.1434,-26.276,40.91,4.0265,2.5252,0.389,2.915,0.5101,0.958,6.877,0.99003,0.04949,50.29,36.69,56.9,0,0,NCA,70,98.25,940,1,Thermal_Runaway_Risk
53,200,2.8208,1.642,23.89,4.1677,2.7704,2.784,4.329,0.5417,4.928,7.285,0.98781,0.05375,34.55,9.57,46.2,0,0,NMC,87,100.0,1466,0,Normal
1673,60,2.8302,19.958,30.37,4.1024,2.8576,0.506,2.49,0.5124,2.946,8.222,0.98011,0.17337,38.36,19.9,51.2,0,2,LFP,1132,65.73,1315,0,Normal
564,150,3.6874,-14.187,6.09,4.0049,2.7939,2.402,0.913,0.6096,3.854,9.265,0.99436,0.08986,12.97,5.62,84.6,0,0,NMC,371,89.48,927,0,Normal
1067,150,2.8317,10.819,30.02,4.1852,2.844,2.204,0.961,0.3516,2.552,11.667,0.95658,0.12551,44.09,21.43,60.4,0,3,NMC,711,75.99,473,0,Normal
1838,60,4.2408,-5.266,28.23,4.1047,2.8234,0.326,0.474,0.8714,5.99,10.049,0.98097,0.19322,41.67,16.55,56.7,2,1,NCA,1287,61.8,0,0,Normal
52,100,3.0659,-7.969,30.72,4.1647,2.978,2.22,3.754,0.3573,2.851,2.851,1.0,0.0387,36.95,24.31,53.7,0,0,NMC,47,99.7,1500,0,Normal
1609,75,3.8305,9.786,43.02,4.1171,2.933,2.914,2.116,0.635,5.81,0.955,0.94036,0.17338,54.09,28.33,70.8,5,0,NMC,1122,65.59,0,0,Normal
557,150,3.0248,-37.864,35.98,4.0066,2.5659,1.659,4.607,0.3486,3.253,1.14,0.98418,0.08169,38.72,24.66,61.3,1,1,LFP,429,90.5,2355,3,Deep_Discharge
1548,75,3.5831,-3.827,33.96,4.159,2.7263,1.011,1.688,0.7583,3.445,10.049,0.97094,0.15929,43.69,31.06,65.8,1,0,NCA,1074,68.45,0,0,Normal
1700,100,2.9169,19.741,22.61,4.197,2.7274,1.726,4.032,0.6151,4.499,9.111,0.97761,0.17312,32.58,13.63,36.6,4,1,LFP,1188,63.42,1179,0,Normal
1125,75,3.9118,-3.696,51.37,4.039,2.7282,0.539,2.577,0.3008,3.65,0.529,0.9965,0.12393,55.19,50.28,46.7,2,1,NMC,757,78.73,259,0,Normal
1815,60,3.6481,0.14,11.62,4.2228,2.9654,2.877,4.274,0.6019,4.851,8.786,0.97773,0.18887,15.42,10.68,57.0,2,1,LTO,1280,63.91,6150,2,Overcharge
1793,60,2.9249,-2.654,18.04,4.0454,2.6636,1.223,2.894,0.5546,7.367,8.849,0.99529,0.1891,20.85,6.57,78.0,0,0,NMC,1273,63.1,0,0,Normal
1872,75,4.0304,38.252,22.35,4.1057,2.8071,1.48,1.123,0.9399,3.086,9.823,0.96626,0.18493,39.67,14.71,71.6,2,0,NCA,1279,60.73,0,0,Normal
867,100,3.5932,7.697,31.9,4.1318,2.9482,1.324,4.045,0.7193,5.767,7.863,0.97184,0.10743,46.63,26.0,43.8,2,1,LFP,648,85.01,2069,0,Normal
397,75,4.1363,-25.521,30.43,4.0785,2.5253,0.278,0.227,0.879,7.026,6.467,0.97652,0.06701,34.42,17.64,53.7,0,0,LFP,309,93.58,2573,3,Deep_Discharge
1161,100,4.1291,-17.319,22.46,4.1251,2.9393,0.296,2.621,0.4013,0.932,3.574,0.99399,0.12853,39.2,21.81,58.7,2,0,LFP,858,78.9,1733,0,Normal
674,60,4.1347,1.879,31.76,4.1796,2.8825,1.775,1.14,0.3885,4.597,0.72,0.94181,0.09446,38.04,31.69,62.5,1,0,NMC,527,87.9,862,0,Normal
1944,75,2.9128,25.157,41.58,4.1786,2.6039,1.607,1.823,0.428,1.214,1.18,0.97585,0.20112,48.48,37.46,59.3,1,0,NMC,1343,59.48,0,0,Normal
386,50,2.9754,13.222,30.56,4.2306,2.6628,2.962,2.164,0.9606,6.365,5.229,0.9904,0.06409,31.81,27.41,44.1,0,0,NCA,267,94.22,835,2,Overcharge
110,100,4.2322,19.847,17.41,4.2155,2.6553,0.937,2.888,0.3696,3.156,2.152,1.0,0.04646,31.92,10.52,44.6,0,0,NCA,86,98.3,1110,0,Normal
613,200,3.507,-22.595,28.96,4.2463,2.6107,1.232,1.902,0.6384,4.239,0.202,0.96095,0.08935,33.47,28.91,68.3,0,0,LFP,438,86.66,2261,2,Overcharge
16,75,3.1454,12.616,21.82,4.1488,2.8193,2.966,3.295,0.3534,4.4,5.487,0.95429,0.045,30.86,7.97,72.6,0,0,NMC,17,100.0,1469,0,Normal
1803,50,3.916,-14.756,16.02,4.1001,2.9914,0.334,1.1,0.8311,4.792,11.945,0.97513,0.18847,18.98,3.47,41.5,2,1,NMC,1277,60.51,0,0,Normal
1205,60,3.1832,-2.4,30.39,4.06,2.5833,1.999,3.992,0.5694,7.843,11.683,0.98108,0.13059,45.94,27.94,47.4,2,1,NMC,842,76.3,168,3,Deep_Discharge
883,100,3.8545,17.002,20.95,4.061,2.6161,0.485,3.089,0.7282,4.241,9.084,0.9807,0.10968,30.73,11.65,48.8,0,1,LFP,634,84.8,2185,0,Normal
1559,75,4.0141,-11.372,26.69,4.0377,2.6452,2.85,1.889,0.3502,6.075,3.043,0.96872,0.16213,45.48,21.9,46.2,1,0,LFP,1068,68.29,1421,0,Normal
540,100,3.9372,-28.806,34.22,4.1817,2.9688,1.007,2.753,0.602,7.82,9.445,0.94845,0.08531,38.72,21.97,45.0,0,0,NMC,406,89.52,973,0,Normal
170,60,3.1974,-7.362,33.21,4.1636,2.8129,2.479,2.139,0.3936,6.18,7.593,0.97533,0.04942,34.16,20.07,60.7,0,0,NCA,118,95.64,1014,0,Normal
408,100,3.3823,2.421,42.05,4.0731,2.6063,2.752,4.4,0.5271,6.721,3.941,0.99468,0.07923,48.81,33.07,62.7,1,0,NMC,321,89.8,1052,0,Normal
739,100,3.3992,13.658,12.79,4.223,2.902,2.572,2.822,0.4322,0.642,0.544,0.99184,0.09447,23.41,-0.63,37.3,1,0,NCA,508,81.52,391,2,Overcharge
1401,60,3.5123,-17.782,27.96,4.1381,2.9614,1.759,3.985,0.6372,1.753,5.864,0.94813,0.15291,39.59,23.52,46.5,0,1,LFP,976,68.94,1502,0,Normal
1211,75,3.0427,-11.082,40.12,4.0173,2.7017,2.926,4.016,0.9255,5.527,7.038,0.95116,0.1412,56.65,34.83,35.8,3,1,LTO,815,74.37,6511,0,Normal
857,50,3.4561,4.304,13.21,4.0154,2.5864,2.094,3.723,0.5781,7.244,7.326,0.97736,0.12313,24.49,12.22,48.1,1,0,NCA,619,80.43,372,3,Deep_Discharge
229,75,3.5406,10.916,28.29,4.0358,2.655,2.401,3.804,0.9325,0.787,3.623,0.98633,0.05141,31.44,22.71,62.2,0,0,NMC,159,98.52,1193,0,Normal
1856,150,3.571,4.058,32.01,4.0528,2.6086,0.884,1.278,0.8425,6.533,8.612,0.99733,0.18951,44.05,19.55,56.2,1,0,NMC,1305,61.97,0,0,Normal
1875,75,3.9889,-2.931,19.03,4.2219,2.6007,1.371,4.381,0.8228,1.735,8.197,0.99586,0.20028,22.57,15.31,52.3,1,0,LTO,1304,60.74,6124,2,Overcharge
118,100,3.5501,-14.791,23.24,4.1946,2.5854,1.875,3.597,0.8468,3.73,3.649,0.95252,0.04199,39.68,12.0,72.4,0,0,NCA,87,97.07,1064,3,Deep_Discharge
1179,75,3.1346,17.743,18.11,4.0504,2.938,0.608,0.459,0.7975,6.798,8.822,1.0,0.13608,19.99,8.62,58.0,1,0,NMC,823,75.95,298,0,Normal
783,60,3.7615,24.271,32.79,4.0621,2.5429,2.904,3.309,0.4423,1.621,8.969,0.97911,0.10161,35.88,30.78,51.5,0,0,NMC,566,85.33,782,3,Deep_Discharge
